6;1;8;8;5;0;0
4;0;1;3;0;0;0
3;0;6;3;1;0;0
1;2;0;0;3;0;0
2;0;5;3;1;0;0
0;0;0;5;5;0;0
3;2;4;5;1;0;0
1;0;1;3;4;0;0
1;1;4;1;5;0;1
0;0;2;3;6;5;1
0;0;0;5;11;8;0
0;0;1;7;10;1;2
0;0;0;4;6;5;2
0;0;3;1;7;0;1
0;0;0;10;11;6;2
0;0;0;3;5;4;0
0;0;0;2;9;9;0
0;0;0;1;8;2;0
0;1;0;2;6;0;0
1;0;2;1;6;0;0
0;1;14;5;7;0;0
0;2;1;2;0;3;1
