0;0;6;5;13;3;1
0;1;3;2;2;0;0
0;1;3;5;4;0;0
0;0;0;0;4;2;0
1;2;4;2;0;1;1
0;0;0;1;7;2;0
0;3;2;4;3;2;1
0;1;3;2;1;0;2
0;1;5;2;1;2;2
1;0;0;0;3;1;12
1;0;0;0;1;7;15
0;1;2;2;4;2;10
0;2;0;4;3;2;6
0;0;0;4;1;1;6
1;0;0;1;5;7;15
0;0;0;6;0;2;4
0;0;5;2;6;2;5
0;1;4;2;2;1;1
6;1;2;0;0;0;0
4;1;2;1;2;0;0
4;7;10;2;4;0;0
1;2;3;3;0;0;0
