0;2;4;5;6;2;9
0;0;2;1;4;0;1
2;1;2;4;3;1;0
0;0;0;3;2;0;1
0;3;1;1;2;3;1
0;0;0;0;1;1;8
0;0;2;3;6;2;2
0;0;1;2;2;0;4
0;0;2;1;3;3;4
0;1;2;1;1;4;8
0;0;1;1;6;6;10
0;1;0;5;2;4;9
0;0;2;3;2;3;7
0;0;0;3;2;1;6
0;0;1;4;7;9;8
0;0;0;0;2;4;6
1;0;1;1;3;2;12
0;0;0;3;0;3;5
0;0;1;2;1;1;4
0;0;0;2;2;2;4
0;0;1;1;12;1;12
0;0;1;0;3;0;5
